ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1216,0.001,0.000,0.003,0.000,C:\Python\lib\site-packages\PIL\_binary.py:80(i32be)
1,0.000,0.000,0.000,0.000,C:\Python\lib\logging\__init__.py:1341(__init__)
304,0.000,0.000,0.001,0.000,C:\Python\lib\logging\__init__.py:1361(debug)
1,0.000,0.000,0.000,0.000,C:\Python\lib\logging\__init__.py:1605(getEffectiveLevel)
304,0.000,0.000,0.000,0.000,C:\Python\lib\logging\__init__.py:1619(isEnabledFor)
1,0.000,0.000,0.000,0.000,C:\Python\lib\logging\__init__.py:1930(getLogger)
26,0.000,0.000,0.009,0.000,C:\Python\lib\traceback.py:200(extract_stack)
78,0.000,0.000,0.000,0.000,C:\Python\lib\traceback.py:243(__init__)
26,0.000,0.000,0.000,0.000,C:\Python\lib\traceback.py:272(__getitem__)
104,0.000,0.000,0.004,0.000,C:\Python\lib\traceback.py:282(line)
104,0.000,0.000,0.000,0.000,C:\Python\lib\traceback.py:289(walk_stack)
26,0.001,0.000,0.009,0.000,C:\Python\lib\traceback.py:318(extract)
78,0.000,0.000,0.003,0.000,C:\Python\lib\linecache.py:15(getline)
78,0.000,0.000,0.003,0.000,C:\Python\lib\linecache.py:37(getlines)
26,0.000,0.000,0.004,0.000,C:\Python\lib\linecache.py:53(checkcache)
1,0.000,0.000,0.003,0.003,C:\Python\lib\linecache.py:82(updatecache)
78,0.000,0.000,0.000,0.000,C:\Python\lib\linecache.py:147(lazycache)
2,0.000,0.000,0.000,0.000,C:\Python\lib\tokenize.py:374(read_or_stop)
2,0.000,0.000,0.000,0.000,C:\Python\lib\tokenize.py:380(find_cookie)
1,0.000,0.000,0.000,0.000,C:\Python\lib\tokenize.py:350(detect_encoding)
1,0.000,0.000,0.000,0.000,C:\Python\lib\tokenize.py:443(open)
1,0.000,0.000,0.000,0.000,C:\Python\lib\weakref.py:356(__init__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\weakref.py:476(popitem)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\compat.py:74(get_BytesIO)
102,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pygame\sprite.py:121(__init__)
204/102,0.001,0.000,0.001,0.000,C:\Python\lib\site-packages\pygame\sprite.py:126(add)
204,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sprite.py:162(add_internal)
178,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pygame\sprite.py:183(kill)
69,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sprite.py:300(__init__)
2555,0.014,0.000,0.014,0.000,C:\Python\lib\site-packages\pygame\sprite.py:304(sprites)
204,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sprite.py:317(add_internal)
188,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sprite.py:320(remove_internal)
2555,0.011,0.000,0.028,0.000,C:\Python\lib\site-packages\pygame\sprite.py:340(__iter__)
69,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sprite.py:346(add)
69,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sprite.py:551(__init__)
2993,0.002,0.000,0.003,0.000,C:\Python\lib\site-packages\pygame\sysfont.py:56(<genexpr>)
214,0.000,0.000,0.004,0.000,C:\Python\lib\site-packages\pygame\sysfont.py:53(_simplename)
192,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sysfont.py:59(_addfont)
1,0.002,0.002,0.014,0.014,C:\Python\lib\site-packages\pygame\sysfont.py:66(initsysfonts_win32)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\sysfont.py:242(create_aliases)
1,0.000,0.000,0.014,0.014,C:\Python\lib\site-packages\pygame\sysfont.py:268(initsysfonts)
22,0.027,0.001,0.027,0.001,C:\Python\lib\site-packages\pygame\sysfont.py:282(font_constructor)
22,0.000,0.000,0.042,0.002,C:\Python\lib\site-packages\pygame\sysfont.py:296(SysFont)
471,0.002,0.000,0.006,0.000,C:\Python\lib\copy.py:66(copy)
471,0.001,0.000,0.003,0.000,C:\Python\lib\copy.py:268(_reconstruct)
20,0.000,0.000,0.000,0.000,C:\Python\lib\inspect.py:478(getmro)
10,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\six.py:184(find_module)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pygame\pkgdata.py:34(getResource)
1,0.000,0.000,0.304,0.304,C:\Python\lib\site-packages\pygame\pkgdata.py:18(<module>)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:137(_declare_state)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:120(PEP440Warning)
1,0.000,0.000,0.002,0.002,C:\Python\lib\site-packages\pkg_resources\__init__.py:177(get_supported_platform)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:251(ResolutionError)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:258(VersionConflict)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:290(ContextualVersionConflict)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\JpegImagePlugin.py:329(_accept)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\JpegImagePlugin.py:337(JpegImageFile)
1,0.000,0.000,0.005,0.005,C:\Python\lib\site-packages\PIL\JpegImagePlugin.py:35(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:146(<dictcomp>)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:274(_accept)
28,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:369(_delegate)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:295(IFDRational)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:629(decorator)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:628(_register_loader)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:640(decorator)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:639(_register_writer)
7,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:646(_register_basic)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:413(ImageFileDirectory_v2)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:896(ImageFileDirectory_v1)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:991(TiffImageFile)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:1652(AppendingTiffWriter)
1,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\PIL\TiffImagePlugin.py:42(<module>)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PpmImagePlugin.py:43(_accept)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\JpegPresets.py:68(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PpmImagePlugin.py:51(PpmImageFile)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PpmImagePlugin.py:18(<module>)
16,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:89(_safe_zlib_decompress)
384,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:97(_crc32)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:106(__init__)
784,0.003,0.000,0.012,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:111(read)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:136(close)
272,0.001,0.000,0.006,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:143(call)
192,0.001,0.000,0.002,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:149(crc)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:105(ChunkStream)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:193(iTXt)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:215(PngInfo)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:295(__init__)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:310(check_text_memory)
16,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:318(chunk_iCCP)
80,0.001,0.000,0.001,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:347(chunk_IHDR)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:362(chunk_IDAT)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:403(chunk_gAMA)
144,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:415(<genexpr>)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:409(chunk_cHRM)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:418(chunk_sRGB)
32,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:429(chunk_pHYs)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:442(chunk_tEXt)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:294(PngStream)
80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:557(_accept)
80,0.001,0.000,0.013,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:570(_open)
80,0.000,0.000,0.002,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:642(load_prepare)
512,0.003,0.000,0.036,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:650(load_read)
80,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:676(load_end)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:565(PngImageFile)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:748(_idat)
1,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\PIL\PngImagePlugin.py:34(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:303(DistributionNotFound)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:330(UnknownExtra)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:344(register_loader_type)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:354(get_provider)
1,0.000,0.000,0.002,0.002,C:\Python\lib\site-packages\pkg_resources\__init__.py:387(get_build_platform)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:502(IMetadataProvider)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:525(IResourceProvider)
1,0.000,0.000,0.049,0.049,C:\Python\lib\site-packages\pkg_resources\__init__.py:556(__init__)
1,0.000,0.000,0.049,0.049,C:\Python\lib\site-packages\pkg_resources\__init__.py:569(_build_master)
18,0.000,0.000,0.097,0.005,C:\Python\lib\site-packages\pkg_resources\__init__.py:611(add_entry)
82,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:668(__iter__)
162,0.001,0.000,0.003,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:685(add)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:907(subscribe)
81,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:921(_added_new)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:553(WorkingSet)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:939(_ReqExtras)
1,0.000,0.000,0.002,0.002,C:\Python\lib\site-packages\pkg_resources\__init__.py:959(Environment)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1109(ExtractionError)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1129(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1132(resource_exists)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1148(resource_stream)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1125(ResourceManager)
162,0.000,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1317(safe_name)
178,0.001,0.000,0.010,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1325(safe_version)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1390(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1403(has_resource)
97,0.000,0.000,0.010,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1406(has_metadata)
17,0.000,0.000,0.005,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1409(get_metadata)
17,0.000,0.000,0.005,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1415(get_metadata_lines)
116,0.000,0.000,0.004,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1470(_fn)
116,0.000,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1476(_validate_resource_path)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1383(NullProvider)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1552(__init__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1556(_setup_prefix)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1549(EggProvider)
98,0.000,0.000,0.007,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1574(_has)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1583(get_resource_stream)
17,0.001,0.000,0.004,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1586(_get)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1590(_register)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1571(DefaultProvider)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1614(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1601(EmptyProvider)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1621(ZipManifests)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1648(MemoizedZipManifests)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1668(ZipProvider)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1843(FileMetadata)
162,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1902(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1882(PathMetadata)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1907(EggMetadata)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1925(register_finder)
18,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1935(find_distributions)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1972(find_nothing)
162,0.001,0.000,0.015,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2000(<listcomp>)
162,0.001,0.000,0.016,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:1994(_by_version)
16,0.000,0.000,0.021,0.001,C:\Python\lib\site-packages\pkg_resources\__init__.py:1979(_by_version_descending)
178,0.001,0.000,0.003,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2023(<genexpr>)
178,0.001,0.000,0.094,0.001,C:\Python\lib\site-packages\pkg_resources\__init__.py:2005(find_on_path)
1258,0.001,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2037(dist_factory)
934,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2062(__bool__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2054(NoDists)
16,0.000,0.000,0.003,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2071(safe_listdir)
324,0.002,0.000,0.065,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2092(distributions_from_metadata)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2141(register_namespace_handler)
40,0.000,0.000,0.018,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2159(_handle_ns)
1,0.000,0.000,0.002,0.002,C:\Python\lib\site-packages\pkg_resources\__init__.py:2224(declare_namespace)
81,0.000,0.000,0.016,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2258(fixup_namespace_packages)
10,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2297(normalize_path)
10,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2302(_cygwin_patch)
826,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2313(_normalize_cached)
26,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2321(_is_egg_path)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2328(_is_unpacked_egg)
66,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2346(yield_lines)
1,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\pkg_resources\__init__.py:2375(EntryPoint)
48,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2521(is_version_line)
16,0.000,0.000,0.009,0.001,C:\Python\lib\site-packages\pkg_resources\__init__.py:2516(_version_from_file)
162,0.001,0.000,0.011,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2533(__init__)
162,0.002,0.000,0.025,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2546(from_location)
146,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2563(_reload_version)
567,0.001,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2605(key)
146,0.001,0.000,0.017,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2712(_get_metadata)
81,0.000,0.000,0.030,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2717(activate)
276,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2753(__getattr__)
81,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2837(<listcomp>)
81,0.000,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2811(insert_on)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2529(Distribution)
16,0.000,0.000,0.009,0.001,C:\Python\lib\site-packages\pkg_resources\__init__.py:2923(_reload_version)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2922(EggInfoDistribution)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:2941(DistInfoDistribution)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3011(RequirementParseError)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3038(Requirement)
20,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3092(_always_object)
20,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3102(_find_adapter)
2,0.000,0.000,0.128,0.064,C:\Python\lib\site-packages\pkg_resources\__init__.py:3174(_call_aside)
14,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3185(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3179(_initialize)
82,0.000,0.000,0.030,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3218(<genexpr>)
1,0.000,0.000,0.128,0.128,C:\Python\lib\site-packages\pkg_resources\__init__.py:3191(_initialize_master_working_set)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\__init__.py:3230(PkgResourcesDeprecationWarning)
1,0.001,0.001,0.294,0.294,C:\Python\lib\site-packages\pkg_resources\__init__.py:16(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\pkgutil.py:194(ImpImporter)
1,0.000,0.000,0.000,0.000,C:\Python\lib\pkgutil.py:268(ImpLoader)
58,0.000,0.000,0.000,0.000,C:\Python\lib\pkgutil.py:405(get_importer)
1,0.000,0.000,0.001,0.001,C:\Python\lib\pkgutil.py:1(<module>)
1,0.000,0.000,0.000,0.000,<string>:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:139(Data)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:247(_PlistParser)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:351(_DumbXMLWriter)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:389(_PlistWriter)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:522(InvalidFileException)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:530(_BinaryPlistParser)
1,0.000,0.000,0.000,0.000,C:\Python\lib\plistlib.py:699(_BinaryPlistWriter)
1,0.000,0.000,0.008,0.008,C:\Python\lib\plistlib.py:47(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\xml\parsers\__init__.py:8(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\xml\parsers\expat.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:10(__init__)
12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:15(search_path)
10,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:23(find_module)
6,0.000,0.000,0.075,0.013,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:35(load_module)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:64(install)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:4(VendorImporter)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\extern\__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\__init__.py:1(<module>)
8,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:75(_add_doc)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:80(_import_module)
127,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:88(__init__)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:91(__get__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:86(_LazyDescr)
44,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:105(__init__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:114(_resolve)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:103(MovedModule)
6,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:126(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:124(_LazyModule)
83,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:141(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:139(MovedAttribute)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:173(__init__)
51,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:177(_add_module)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\six.py:181(_get_module)
